d	m	y	h	i	Praha 8-Karlín	Praha 2-Legerova (hot spot)	Praha 1-n. Republiky	Praha 2-Riegrovy sady	Praha 5-Smíchov	Praha 10-Vršovice	Praha 9-Vysočany	Praha 4-Braník	Praha 8-Kobylisy	Praha 4-Libuš	Praha 5-Stodůlky	Praha 6-Suchdol	Praha 6-Břevnov	Praha 10-Průmyslová	Beroun	Kladno-střed města	Kladno-Švermov	Mladá Boleslav	Ondřejov	Příbram	Rožďalovice-Ruská	Tobolka-Čertovy schody	České Budějovice	Churáňov	Hojná Voda	Kocelovice	Prachatice	Tábor	Kamenný Újezd	Plzeň-Slovany	Plzeň-Bory	Plzeň-střed	Plzeň-Lochotín	Plzeň-Skvrňany	Plzeň-Doubravka	Plzeň - mobil 20.03.2013 Plzeň - Litice	Přimda	Cheb	Přebuz	Sokolov	Chomutov	Děčín	Doksany	Krupka	Lom	Litoměřice	Měděnec	Most	Rudolice v Horách	Sněžník	Teplice 	Tušimice	Ústí n.L.-Všebořická (hot spot)	Ústí n.L.-Kočkov	Ústí n.L.-město	Česká Lípa	Frýdlant	Liberec Rochlice	Souš	Hradec Králové-Brněnská	Hradec Králové-observatoř	Krkonoše-Rýchory	Polom	Trutnov - Tkalcovská	Moravská Třebová - Piaristická.	Pardubice-Rosice	Pardubice Dukla	Svratouch	Havl.Brod-Smetan.nám.	Jihlava	Jihlava-Znojemská	Kostelní Myslová	Košetice	Třebíč	Ždár nad Sázavou	Brno - Dětská nemocnice	Brno-Arboretum	Brno-Lány	Brno-Svatoplukova	Brno-Výstaviště	Brno-Zvonařka	Brno-Masná	Brno-Líšeň	Brno-Úvoz (hot spot)	Brno-Tuřany	Hodonín	Kuchařovice	Mikulov-Sedlec	Sivice	Mokrá	Znojmo	Jeseník-lázně	Olomouc-Hejčín	Olomouc-Šmeralova	Přerov	Prostějov	Otrokovice-město	Štítná n.Vláří	Těšnovice	Uherské Hradiště	Valašské Meziříčí	Zlín	Bílý Kříž	Červená hora	Český Těšín	Frýdek-Místek	Havířov	Horní Lomná	Karviná-ZÚ	Karviná	Ostrava-Českobratrská (hot spot)	Odry	Ostrava-Fifejdy	Ostrava-Mariánské Hory	Ostrava-Poruba, DD	Ostrava-Poruba/ČHMÚ	Ostrava-Přívoz	Ostrava-Radvanice ZÚ	Ostrava Radvanice OZO	Orlová	Opava-Kateřinky	Ostrava-Zábřeh	Rýmařov	Studénka	Třinec-Kanada	Třinec-Kosmos	Věřňovice
28	11	2015	4	30	19.0	41.0	22.0	23.0	19.0	21.0	17.0	30.0	15.0	16.1	21.0	14.0	12.0	15.0	35.0	20.0	41.0	8.0		21.0			46.0		15.0		16.0	52.0	37.0	59.0	25.0	21.0	20.0	29.0	60.0	29.0		26.0		20.0	26.0	55.0		4.0	25.0	22.0		33.0	4.0		37.0	44.0	41.0	23.0	34.0	11.0		13.0		38.0			16.0	32.0	31.0		24.0		24.0	20.0	23.0		22.0	24.0	21.0	26.0	37.4	52.4	34.4	43.4	54.5	51.0	32.0	35.0	42.0	49.0		32.0	45.0	37.0	31.0	20.0	57.0	51.0	37.0	41.0			32.0	44.2	51.0	49.0			78.0	63.0	68.0	14.0	92.0	73.0	72.0	40.0	66.0	67.0	44.0		54.0	80.0	83.0	79.0	31.0	57.0		50.0	84.0	71.0	59.0
28	11	2015	5	30	19.0	31.0	29.0	21.0	17.0	33.0	18.0	19.0	14.0	12.8	19.0	8.0	19.0	15.0	35.0	16.0	26.0	8.0		20.0			48.0		9.0		11.0	47.0	26.0	43.0	20.0	15.0	14.0	17.0	38.0	25.0		35.0		24.0	19.0	50.0		5.0	39.0	14.0	4.0	20.0	3.0		47.0	46.0	41.0	28.0	24.0	18.0		18.0		28.0			27.0	20.0	35.0		19.0		25.0	18.0	23.0		23.0	24.0	27.0	21.0	23.3	47.8	39.4	46.2	46.0	48.0	19.0	40.0	45.0	50.0		25.0	38.0	31.0	29.0	15.0	54.0	42.0	24.0	47.0			51.0	55.0	48.0	57.0			62.0	58.0	80.0	26.0	103.0	65.0	58.0	43.0	61.0	54.0	43.0		55.0	69.0	64.0	80.0	27.0	55.0	57.0	50.0	72.0	55.0	58.0
28	11	2015	6	30	38.0	25.0	27.0	17.0	21.0	23.0	14.0	12.0	16.0	15.3	23.0	12.0	10.0	18.0	23.0	13.0	16.0	8.0		14.0			41.0		18.0		14.0	44.0	27.0	44.0	21.0	13.0	14.0	16.0	25.0	24.0		25.0		12.0	17.0	48.0		8.0	22.0	14.0	6.0	21.0	3.0		41.0	27.0	42.0	16.0	30.0	27.0		17.0		24.0			16.0	17.0	26.0		33.0		24.0	16.0	17.0		18.0	26.0	30.0	19.0	22.5	42.8	41.1	27.2	54.8	28.0	19.0	38.0	46.0	55.0		40.0	38.0	27.0	34.0	9.0	47.0	42.0	46.0	45.0			27.0	55.5	53.0	59.0			50.0	62.0	71.0	21.0	97.0	59.0	37.0	26.0	57.0	37.0	51.0		65.0	38.0	28.0	81.0	38.0	52.0		40.0	47.0	34.0	55.0
28	11	2015	7	31	22.0	24.0	18.0	13.0	22.0	15.0	19.0	23.0	13.0	18.4	23.0	12.0	10.0	31.0	29.0	17.0	18.0	8.0		19.0			43.0		17.0		16.0	40.0	24.0	38.0	21.0	14.0	16.0	16.0	28.0	24.0		18.0		7.0	15.0	28.0		12.0	36.0	21.0	8.0	20.0	4.0		44.0	31.0	44.0	48.0	32.0	32.0		20.0		31.0			9.0	25.0	33.0		40.0		25.0	33.0	18.0		20.0	24.0	28.0	31.0	24.2	39.3	45.9	22.2	40.8	28.0	27.0	35.0	39.0	52.0		49.0	48.0	32.0	34.0	8.0	52.0	44.0	44.0	45.0			23.0	45.3	51.0	52.0			47.0	37.0	60.0	13.0	71.0	61.0	43.0	33.0	51.0	38.0	54.0		50.0	38.0	38.0	67.0	36.0	52.0	65.0	49.0	58.0	27.0	78.0
28	11	2015	8	27	29.0	24.0	22.0	17.0	21.0	13.0	23.0	34.0	18.0	14.1	37.0	10.0	19.0	26.0	26.0	18.0	23.0	8.0		16.0			48.0		17.0		21.0	41.0	27.0	31.0	24.0	16.0	17.0	19.0	34.0	27.0		12.0		5.0	19.0	46.0		20.0	29.0	28.0	13.0	28.0	3.0		58.0	20.0	59.0	59.0	41.0	28.0		12.0		24.0			6.0	28.0	41.0		28.0		28.0	18.0	32.0		19.0	24.0	26.0	21.0	27.5	37.0	60.2	35.7	44.5	37.0	36.0	34.0	55.0	55.0		51.0	48.0	42.0	32.0	13.0	44.0	33.0	50.0	53.0			35.0	52.4	42.0	34.0			41.0	43.0	51.0	16.0	49.0	60.0	47.0	31.0	40.0	44.0	49.0		42.0	64.0	31.0	48.0	45.0	42.0	8.0	48.0	32.0	33.0	64.0
28	11	2015	9	26	22.0	30.0	26.0	23.0	22.0	20.0	23.0	21.0	25.0	13.6	19.0	10.0	22.0	25.0	31.0	11.0	17.0	8.0		16.0			37.0		11.0		26.0	42.0	28.0	29.0	22.0	16.0	16.0	16.0	30.0	28.0		12.0		7.0	14.0	43.0		22.0	26.0	35.0	14.0	33.0	3.0		52.0	11.0	55.0	40.0	44.0	26.0		10.0		38.0			12.0	27.0	43.0		57.0		47.0	23.0	23.0		21.0	16.0	34.0	31.0	32.4	45.9	63.5	21.3	46.4	35.0	36.0	36.0	48.0	58.0		58.0	48.0	27.0	38.0	22.0	34.0	31.0	41.0	37.0			32.0	64.2	43.0	45.0			37.0	30.0	38.0	16.0	51.0	60.0	56.0	29.0	43.0	45.0	41.0		46.0	51.0	41.0	45.0	40.0	33.0	24.0	69.0	31.0	31.0	59.0
28	11	2015	10	26	17.0	26.0	30.0	25.0	35.0	29.0	31.0	13.0	24.0	21.3	15.0	15.0	29.0	25.0	23.0	13.0	20.0	8.0		19.0			54.0		19.0		15.0	41.0	30.0	32.0	23.0	19.0	19.0	18.0	32.0	27.0		23.0		10.0	21.0	51.0		22.0	33.0	29.0	15.0	33.0	3.0		51.0	18.0	43.0	45.0	41.0	30.0		18.0		59.0			9.0	26.0	40.0		108.0		32.0	22.0	22.0		21.0	30.0	31.0	43.0	38.2	43.9	49.6	47.6	51.9	41.0	28.0	37.0	62.0	56.0		55.0	38.0	51.0	55.0	12.0	41.0	30.0	50.0	38.0			27.0	62.3	38.0	47.0			43.0	22.0	34.0	20.0	48.0	53.0	48.0	25.0	59.0	41.0	41.0		58.0	55.0	37.0	42.0	38.0	54.0	33.0	41.0	39.0	29.0	51.0
28	11	2015	11	49	21.0	23.0	33.0	18.0	35.0	25.0	24.0	8.0	23.0	21.8	18.0	14.0	36.0	40.0	14.0	13.0	16.0	8.0		17.0			63.0		10.0		18.0	40.0	25.0	22.0	23.0	19.0	19.0	20.0	36.0	27.0		27.0		11.0	24.0	41.0		24.0	39.0	31.0	17.0	43.0	17.0		43.0	22.0	36.0	39.0	43.0	26.0		31.0		52.0			15.0	29.0	46.0		72.0		22.0	12.0	22.0		22.0	17.0	25.0	54.0	32.7	34.6	37.7	41.3	37.1	33.0	23.0	33.0	37.0	46.0		46.0	23.0	33.0	45.0	7.0	45.0	24.0	48.0	27.0	50.7		34.0	54.2	28.0	34.0			38.0	34.0	35.0	23.0	49.0	53.0	39.0	31.0	57.0	29.0	41.0		53.0	53.0	30.0	41.0	36.0	45.0	5.0	51.0	26.0	36.0	51.0
28	11	2015	12	49	22.0	23.0	17.0	18.0	28.0	23.0	33.0	6.0	25.0	12.0	43.0	25.0	25.0	53.0	17.0	8.0	13.0	8.0		24.0			43.0		6.0		29.0	42.0	22.0	21.0	22.0	19.0	19.0	18.0	33.0	25.0		19.0		16.0	26.0	23.0		27.0	34.0	42.0	12.0	23.0	10.0		55.0	20.0	37.0	20.0	49.0	24.0		23.0		37.0			19.0	25.0	28.0		42.0		20.0	22.0	23.0		19.0	17.0	22.0	30.0	43.7	25.1	30.1	46.9	29.5	26.0	32.0	28.0	45.0	28.0		43.0	21.0	25.0	23.0	15.0	25.0	27.0	28.0	31.0	48.5		19.0	48.0	20.0	32.0			21.0	25.0	40.0	29.0	45.0	40.0	34.0	37.0	41.0	24.0	38.0		30.0	46.0	34.0	32.0	24.0	32.0	5.0	47.0	18.0	37.0	41.0
28	11	2015	13	49	35.0	22.0	19.0	14.0	32.0	16.0	28.0	5.0	22.0	7.0	23.0	34.0	13.0	35.0	27.0	12.0	17.0	8.0		21.0			32.0		17.0		27.0	44.0	17.0	24.0	67.0	20.0	18.0	14.0	33.0	32.0		18.0		19.0	21.0	16.0		19.0	23.0	35.0	8.0	26.0	16.0		28.0	29.0	34.0	32.0	59.0	23.0		18.0		28.0			25.0	21.0	20.0		32.0		16.0	13.0	22.0		20.0	10.0	18.0	25.0	28.3	25.8	29.0	35.4	28.1	22.0	28.0	24.0	32.0	25.0		30.0	23.0	25.0	21.0	8.0	22.0	22.0	42.0	25.0	29.1		10.0	44.3	26.0	22.0			23.0	24.0	28.0	22.0	40.0	27.0	35.0	21.0	37.0	23.0	41.0		25.0	69.0	24.0	31.0	21.0	25.0	5.0	27.0	34.0	26.0	23.0
28	11	2015	14	26	22.0	19.0	22.0	13.0	30.0	13.0	27.0	4.0	16.0	4.5	14.0	25.0	13.0	23.0	15.0	13.0	17.0	8.0		12.0			20.0		15.0		20.0	42.0	14.0	25.0	23.0	13.0	16.0	12.0	26.0	19.0		15.0		22.0	16.0	16.0		23.0	14.0	24.0	13.0	15.0	10.0		35.0	20.0	33.0	28.0	37.0	19.0		25.0		21.0			15.0	15.0	16.0		23.0		18.0	7.0	22.0		18.0	9.0	18.0	15.0	27.7	23.5	29.3	23.7	25.4	21.0	16.0	21.0	18.0	25.0		25.0	24.0	24.0	13.0	7.0	24.0	21.0	22.0	17.0			23.0	32.6	21.0	25.0			29.0	18.0	17.0	14.0	38.0	19.0	33.0	22.0	41.0	22.0	36.0		18.0	63.0	20.0	49.0	26.0	15.0	14.0	33.0	28.0	21.0	25.0
28	11	2015	15	26	13.0	17.0	17.0	13.0	26.0	11.0	18.0	11.0	13.0	4.0	8.0	25.0	22.0	27.0	11.0	11.0	15.0	8.0		7.0			20.0		15.0		12.0	40.0	14.0	18.0	17.0	13.0	14.0	10.0	27.0	16.0		13.0		17.0	30.0	26.0		16.0	32.0	19.0	11.0	20.0	6.0		23.0	22.0	41.0	21.0	44.0	21.0		24.0		18.0			23.0	29.0	24.0		26.0		19.0	33.0	24.0		23.0	20.0	18.0	24.0	19.1	21.6	26.8	45.9	22.6	19.0	20.0	19.0	28.0	24.0		13.0	20.0	24.0	16.0	15.0	26.0	20.0	12.0	12.0			24.0	18.7	16.0	14.0			26.0	30.0	17.0	28.0	33.0	19.0	29.0	23.0	28.0	20.0	24.0		30.0	61.0	22.0	40.0	34.0	17.0	20.0	20.0	20.0	16.0	14.0
28	11	2015	16	27	11.0	16.0	18.0	19.0	27.0	7.0	11.0	10.0	9.0	4.9	20.0	20.0	21.0	38.0	9.0	21.0	13.0	8.0		11.0	26.0		22.0		9.0		10.0	38.0	32.0	14.0	12.0	10.0	10.0	9.0	17.0	21.0		10.0		11.0	23.0	31.0		15.0	27.0	19.0	10.0	17.0	10.0		51.0	14.0	50.0	26.0	31.0	19.0		28.0		22.0			20.0	25.0	29.0		20.0		16.0	21.0	22.0		19.0	13.0	20.0	16.0	11.0	23.4	31.7	39.9	22.6	19.0	20.0	21.0	16.0	21.0		8.0	20.0	21.0	10.0	8.0	17.0	22.0	19.0	17.0			13.0	21.8	24.0	9.0			33.0	22.0	22.0	12.0	33.0	18.0	25.0	10.0	23.0	19.0	20.0		36.0	55.0	25.0	26.0	25.0	14.0	35.0	16.0	32.0	32.0	32.0
28	11	2015	17	27	17.0	12.0	17.0	10.0	22.0	9.0	10.0	15.0	14.0	9.2	20.0	7.0	23.0	22.0	12.0	22.0	20.0	8.0		12.0	26.0		24.0		22.0		10.0	36.0	22.0	20.0	9.0	10.0	8.0	5.0	16.0	18.0		6.0		13.0	13.0	40.0		18.0	19.0	31.0	7.0	9.0	7.0		28.0	8.0	52.0	28.0	51.0	21.0		21.0		23.0			30.0	24.0	34.0		24.0		9.0	12.0	12.0		13.0	16.0	13.0	12.0	14.0	26.7	26.0	35.8	22.9	19.0	22.0	23.0	27.0	23.0		21.0	20.0	21.0	6.0	7.0	26.0	27.0	42.0	35.0			11.0	35.6	30.0	17.0			36.0	25.0	30.0		32.0	27.0	27.0	18.0	26.0	20.0	21.0		20.0	40.0	17.0	26.0	25.0	17.0	54.0	29.0	32.0	43.0	22.0
28	11	2015	18	49	19.0	10.0	21.0	8.0	20.0	9.0	14.0	11.0	17.0	13.3	27.0	1.0	28.0	29.0	14.0	22.0	23.0	8.0		10.0	22.0		33.0		26.0		9.0	34.0	18.0	17.0	9.0	9.0	8.0	6.0	25.0	21.0		4.0		14.0	12.0	50.0		16.0		32.0	5.0	19.0	9.0		27.0	10.0	31.0	30.0	42.0	19.0		25.0		27.0			29.0	20.0	38.0		16.0		8.0	15.0	9.0		5.0	27.0	8.0	31.0	16.5	24.5	28.7	30.6	18.8	16.0	25.0	19.0	21.0	25.0		30.0	22.0	23.0	6.0	31.0	26.0	30.0	27.0	25.0	34.8		32.0	34.2	46.0	35.0			26.0	26.0	31.0	19.0	32.0	23.0	27.0	23.0	24.0	19.0	25.0		17.0	46.0	19.0	20.0	30.0	13.0	32.0	20.0	23.0	54.0	20.0
28	11	2015	19	26	12.0	9.0	19.0	13.0	15.0	12.0	23.0	18.0	13.0	8.7	18.0	1.0	15.0	23.0	20.0	22.0	17.0	8.0		16.0	21.0		23.0		14.0		13.0	32.0	20.0	19.0	10.0	10.0	9.0	7.0	20.0	20.0		4.0		13.0	9.0	51.0		8.0	14.0	17.0	6.0	14.0	5.0		22.0	11.0	14.0	16.0	29.0	18.0		17.0		19.0			19.0	33.0	43.0		18.0		9.0	10.0	9.0		7.0	16.0	6.0	18.0	25.0	15.7	37.3	21.4	14.2	11.0	19.0	12.0	12.0	25.0		17.0	15.0	21.0	7.0	18.0	34.0	32.0	37.0	31.0			18.0	35.7	43.0	24.0			22.0	17.0	28.0	15.0	35.0	32.0	29.0	28.0	32.0	20.0	35.0		30.0	50.0	31.0	25.0	36.0	25.0	36.0	44.0	35.0	55.0	45.0
28	11	2015	20	26	14.0	9.0	11.0	14.0	21.0	8.0	21.0	14.0	17.0	5.6	10.0	1.0	9.0	15.0	10.0	19.0	21.0	8.0		17.0	22.0		13.0		8.0		10.0	25.0	17.0	19.0	10.0	11.0	9.0	10.0	12.0	14.0		7.0		19.0	7.0	36.0		5.0	8.0	10.0	6.0	13.0	3.0		12.0	9.0	21.0	10.0	23.0	20.0		17.0		25.0			11.0	28.0	28.0		17.0		8.0	15.0	8.0		5.0	16.0	5.0	17.0	25.1	13.6	29.9	19.5	13.5	9.0	16.0	15.0	7.0	17.0		22.0	13.0	18.0	24.0	11.0	35.0	31.0	45.0	38.0			17.0	38.5	35.0	29.0			29.0	18.0	36.0	10.0	42.0	39.0	32.0	42.0	37.0	22.0	34.0		21.0	55.0	35.0	42.0	35.0	30.0	6.0	41.0	23.0	36.0	36.0
28	11	2015	21	26	17.0	10.0	14.0	10.0	23.0	5.0	13.0	9.0	16.0	10.3	12.0	1.0	7.0	19.0	6.0	16.0	18.0	8.0		15.0	12.0		7.0		6.0		12.0	17.0	10.0	13.0	13.0	11.0	12.0	12.0	14.0	16.0		7.0		20.0	9.0	20.0		5.0	9.0	16.0	4.0	17.0	3.0		7.0	9.0	9.0	15.0	19.0	17.0		10.0		27.0			20.0	25.0	15.0		22.0		9.0	9.0	7.0		3.0	10.0	3.0	22.0	16.7	10.8	18.3	21.0	11.6	7.0	18.0	11.0	22.0	12.0		13.0	11.0	15.0	12.0	9.0	29.0	29.0	29.0	26.0			21.0	37.4	25.0	31.0			27.0	18.0	56.0	15.0	39.0	34.0	35.0	29.0	37.0	23.0	37.0		40.0	64.0	32.0	56.0	32.0	38.0	14.0	57.0	34.0	38.0	56.0
28	11	2015	22	26	15.0	9.0	16.0	9.0	13.0	8.0	8.0	6.0	10.0	22.0	8.0	1.0	9.0	11.0	5.0	10.0	18.0	8.0		11.0	7.0		4.0		4.0		13.0	346.0	13.0	22.0	15.0	14.0	15.0	15.0	23.0	16.0		7.0		20.0	11.0	16.0		11.0	7.0	20.0	3.0	14.0	9.0		9.0	17.0	10.0	9.0	27.0	11.0		6.0		121.0			13.0	20.0	9.0		22.0		9.0	15.0	8.0		4.0	17.0	6.0	14.0	10.1	8.9	11.6	15.4	9.5	7.0	14.0	9.0	12.0	10.0		7.0	10.0	13.0	8.0	6.0	39.0	25.0	39.0	34.0			27.0	33.8	25.0	30.0			22.0	33.0	40.0	21.0	42.0	37.0	30.0	24.0	39.0	24.0	35.0		49.0	57.0	32.0	64.0	28.0	27.0	18.0	34.0	19.0	56.0	61.0
28	11	2015	23	49	16.0	11.0	10.0	5.0	15.0	13.0	4.0	5.0	8.0	20.4	11.0	1.0	11.0	9.0	12.0	9.0	28.0	8.0		10.0	9.0		8.0		2.0		10.0	999.0	12.0	17.0	15.0	13.0	14.0	13.0	14.0	20.0		14.0		12.0	22.0	12.0		13.0	16.0	14.0	5.0	9.0	15.0		14.0	17.0	11.0	17.0	14.0	8.0		11.0		66.0			9.0	21.0	9.0		13.0		8.0	10.0	7.0		6.0	9.0	7.0	12.0	5.6	7.9	10.0	23.0	8.4	8.0	12.0	9.0	8.0	7.0		20.0	9.0	12.0	17.0	10.0	25.0	18.0	29.0	22.0	35.4		19.0	35.8	28.0	24.0			27.0	20.0	29.0	18.0	42.0	38.0	28.0	25.0	34.0	23.0	29.0		29.0	59.0	30.0	49.0	30.0	27.0	8.0	21.0	43.0	64.0	37.0
29	11	2015	0	26	17.0	12.0	19.0	5.0	22.0	9.0	4.0	7.0	11.0	11.8	15.0	1.0	9.0	28.0	24.0	7.0	24.0	8.0		13.0	17.0		15.0		5.0		12.0	777.0	10.0	20.0	13.0	11.0	12.0	10.0	12.0	14.0		15.0		8.0	17.0	25.0		8.0	11.0	10.0	4.0	5.0	8.0		18.0	12.0	12.0	11.0	9.0	11.0		20.0		37.0			6.0	18.0	16.0		11.0		8.0	7.0	8.0		11.0	7.0	6.0	8.0	8.3	8.6	9.3	12.3	9.1	8.0	12.0	9.0	11.0	8.0		10.0	9.0	12.0	9.0	10.0	33.0	12.0	26.0	15.0			19.0	32.3	29.0	33.0			30.0	21.0	26.0	26.0	32.0	37.0	22.0	10.0	27.0	18.0	22.0		31.0	64.0	24.0	30.0	29.0	16.0	7.0	30.0	25.0	59.0	24.0
29	11	2015	1	38	11.0	12.0	24.0	12.0	18.0	11.0	4.0	13.0	13.0	10.6	9.0	6.0	8.0	15.0	13.0	7.0	14.0	8.0		10.0	15.0		10.0		5.0		17.0		13.0	15.0	10.0	9.0	9.0	9.0	13.0	13.0		10.0		6.0	11.0	22.0		5.0	7.0	13.0	9.0	14.0	6.0		10.0		13.0	9.0	14.0	12.0		14.0		24.0			5.0	16.0	18.0		10.0		9.0	5.0	9.0		10.0	5.0	7.0	6.0	8.5	9.2	10.3	21.1	9.6	8.0	8.0	10.0	7.0	9.0		7.0	9.0	9.0	7.0	6.0	22.0	12.0	21.0	9.0			24.0	21.4	21.0	26.0			23.0	17.0	26.0	28.0	22.0	32.0	19.0	11.0	23.0	15.0	18.0		27.0	71.0	26.0	17.0	22.0	22.0	5.0	50.0	16.0	51.0	44.0
29	11	2015	3	30	15.0	10.0	7.0	13.0	15.0	8.0	18.0	9.0	8.0	12.5	15.0	8.0	14.0	6.0	8.0	6.0	23.0	8.0		18.0	11.0		7.0		3.0		6.0		10.0	9.0	8.0	5.0	5.0	6.0	9.0	10.0		5.0		12.0	12.0	32.0		4.0	15.0	26.0	5.0	21.0	2.0		27.0	12.0	24.0	10.0	12.0	18.0		12.0		12.0			4.0	7.0	6.0		9.0		9.0	4.0	9.0		10.0	5.0	8.0	3.0	7.7	13.5	22.0	12.3	15.0	9.0	17.0	14.0	12.0	8.0		13.0	10.0	10.0	5.0	23.0	8.0	10.0	11.0	7.0			8.0	16.2	18.0	29.0			18.0	21.0	22.0	7.0	18.0	20.0	17.0	9.0	17.0	11.0	12.0		14.0	52.0	18.0	51.0	10.0	15.0	8.0	14.0	20.0	45.0	20.0
29	11	2015	4	30	11.0	9.0	5.0	13.0	15.0	5.0	13.0	8.0	8.0	11.7	10.0	6.0	15.0	5.0	15.0	6.0	13.0	8.0		17.0	16.0		8.0		4.0		5.0		16.0	10.0	7.0	5.0	5.0	7.0	9.0	9.0		3.0		8.0	9.0	27.0		9.0	9.0	15.0	5.0	12.0	3.0		15.0	15.0	15.0	6.0	7.0	17.0		14.0		19.0			2.0	8.0	5.0		13.0		9.0	4.0	8.0		12.0	5.0	8.0	4.0	17.3	13.0	18.1	12.9	14.6	9.0	20.0	11.0	9.0	10.0		7.0	13.0	12.0	20.0	12.0	5.0	10.0	6.0	6.0			4.0	16.7	11.0	26.0			11.0	14.0	16.0	9.0	19.0	19.0	13.0	9.0	19.0	8.0	6.0		12.0	51.0	10.0	44.0	8.0	12.0	12.0	7.0	16.0	32.0	12.0
29	11	2015	5	31	7.0	8.0	5.0	7.0	9.0	10.0	7.0	10.0	5.0	12.1	6.0	11.0	9.0	4.0	9.0	10.0	7.0	8.0		11.0	15.0		7.0		11.0		5.0		11.0	10.0	7.0	5.0	6.0	7.0	12.0	9.0		6.0		8.0	8.0	16.0		17.0	17.0	12.0	4.0	9.0	1.0		14.0	10.0	19.0	5.0	4.0	9.0				18.0			1.0	6.0	6.0		9.0		8.0	5.0	7.0		8.0	14.0	7.0	11.0	12.6	12.8	19.5	8.2	14.1	11.0	13.0	13.0	6.0	10.0		5.0	11.0	12.0	11.0	7.0	5.0	9.0	16.0	6.0			4.0	10.8	6.0	29.0			11.0	8.0	10.0	9.0	17.0	16.0	12.0	11.0	17.0	7.0	7.0		20.0	38.0	9.0	17.0	4.0	7.0	11.0	7.0	15.0	18.0	13.0
29	11	2015	6	31	4.0	8.0	5.0	5.0	6.0	8.0	5.0	8.0	4.0	7.9	5.0	10.0	6.0	3.0	6.0	11.0	4.0	8.0		7.0	13.0		4.0		19.0		5.0		7.0	8.0	10.0	8.0	8.0	8.0	7.0	13.0		6.0		5.0	6.0	24.0		16.0	15.0	12.0	3.0	6.0	3.0		27.0	6.0	18.0	5.0	16.0	9.0				11.0			1.0	5.0	5.0		8.0		7.0	10.0	6.0		9.0	8.0	6.0	19.0	7.1	12.4	21.7	19.3	16.0	14.0	9.0	15.0	5.0	13.0		7.0	13.0	12.0	8.0	4.0	6.0	9.0	10.0	8.0			11.0	8.4	12.0	20.0			11.0	6.0	7.0	5.0	15.0	10.0	12.0	11.0	17.0	7.0	9.0		11.0	47.0	9.0	13.0	10.0	5.0		4.0	9.0	9.0	7.0
29	11	2015	7	31	16.0	8.0	4.0	7.0	7.0	14.0	7.0	6.0	3.0	5.6	4.0	9.0	4.0	3.0	5.0	11.0	2.0	8.0		5.0	8.0		7.0		11.0		5.0		5.0	10.0	9.0	8.0	8.0	8.0	5.0	11.0		4.0		4.0	8.0	33.0		13.0	18.0	11.0	9.0	11.0	3.0		17.0	4.0	16.0	12.0	12.0	8.0				7.0			3.0	14.0	5.0		7.0		7.0	10.0	5.0		6.0	6.0	6.0	19.0	5.0	14.2	28.3	11.2	19.2	16.0	7.0	16.0	16.0	12.0		5.0	14.0	12.0	7.0	4.0	15.0	11.0	14.0	11.0			7.0	17.1	11.0	19.0			6.0	4.0	6.0	8.0	14.0	6.0	11.0	16.0	11.0	6.0	8.0		8.0	34.0	22.0	13.0	10.0	4.0	16.0	4.0	11.0	5.0	6.0
29	11	2015	8	27	10.0	8.0	3.0	9.0	13.0	11.0	11.0	3.0	3.0	4.0	3.0	12.0	2.0	15.0	5.0	10.0	3.0	8.0		14.0	5.0		6.0		7.0		5.0		5.0	16.0	6.0	5.0	5.0	6.0	3.0	8.0		3.0		3.0	7.0	20.0		7.0	18.0	14.0	7.0	16.0	3.0		14.0	3.0	15.0	17.0	15.0	15.0				8.0			3.0	11.0	7.0		6.0		6.0	7.0	6.0		5.0	5.0	6.0	11.0	12.5	15.9	34.5	6.0	21.0	18.0	15.0	22.0	19.0	13.0		4.0	16.0	13.0	4.0	3.0	11.0	10.0	10.0	9.0			3.0	21.9	7.0	21.0			7.0	7.0	12.0	11.0	14.0	4.0	10.0	8.0	7.0	6.0	8.0		7.0	42.0	24.0	32.0	7.0	9.0	10.0	11.0	6.0	10.0	3.0
29	11	2015	9	26	6.0	7.0	3.0	6.0	185.0	7.0	11.0	1.0	3.0	4.4	10.0	10.0	4.0	10.0	9.0	6.0	4.0	8.0		13.0	8.0		13.0		6.0		6.0	35.0	4.0	11.0	4.0	3.0	3.0	4.0	4.0	5.0		3.0		3.0	4.0	12.0		5.0	11.0	15.0	4.0	8.0	2.0		9.0	12.0	8.0	10.0	18.0	17.0				12.0			5.0	8.0	15.0		7.0		6.0	4.0	7.0		3.0	5.0	8.0	16.0	10.4	20.7	34.5	8.0	20.5	24.0	15.0	22.0	12.0	8.0		3.0	16.0	15.0	2.0	8.0	9.0	12.0	9.0	14.0			3.0	15.3	8.0	11.0			8.0	6.0	11.0	18.0	15.0	6.0	11.0	12.0	8.0	6.0	8.0		5.0	60.0	21.0	37.0	5.0	15.0		8.0	15.0	10.0	3.0
